area,broker,community,features,floor,image_urls,model,phones,position,price,release_time,subway,title 
237平米,高哲,金源皇家园林,"<span class=""text"">小区在贞观路和凤城一路十字东南角，小区大，环境好，自带人工湖。</span>,<span class=""text"">可以在北二环坐公交车，公交车也多，或者可以在凤城一路坐车。凤城一路有38路可以的浐河，也可以坐263到凤城十一路。</span>,<span class=""text"">小区位于北二环路北侧、凤城一路南侧，与锦园新世纪隔二环路相望。东邻大明宫乡政府，南邻西安市检察院，北邻雅荷智能家园，西邻鼎新花苑。项目近北二环，交通很方便。小区以东500米即为西安市建筑装饰材料市场大明宫建材市场。</span>",高楼层 (共26层),"https://image1.ljcdn.com/610100-inspection/c0d5f1e9-3626-4541-9f26-59488f28efe6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/200f86dd-7d30-435f-821e-6112f4dd7ffe.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/7ddffe3c-f410-4e3e-ac6a-c2f820219fbd.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/534ee3f1-a5a5-4e64-ba1c-5fe4bcaf4bfa.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c03dd0fe-56b5-44bd-adec-727be18d00c4.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/80c0de40-f338-48fa-a731-f92fdb070414.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/65221a69-cdb6-49be-a0d2-cd60acf029ec.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/8d7047ec-85d0-4680-8e2c-ba2c6ab926fe.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/29144d9e-8298-4cf4-94df-b42d0eb91f0b.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/437b0b61-50ec-4c80-9f43-060eaf85fd4f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/93849b77-8d76-479d-b272-c4b45ed32c5b.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f68ba7f0-2a6e-45a4-a245-63065bcf6348.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/6920d334-1f3c-4550-be02-0546f2a18e2f.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/a98f4312-1c74-4206-96f2-e2c26ba7070b.jpg.600x450.jpg",3室3厅2卫  ,"<div class=""phone"">
              4008600556
                              <span>转</span>
                9543
                          </div>",未央,"<span class=""total"">5500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",158天前发布,暂无数据,"<h1 class=""main"">凤城一路大三居，交通便利，配套齐全</h1>"
201平米,党小龙,赛高悦府,"<span class=""text"">目前是毛坯状态，您租下来可以装修成自己喜欢的风格，无论是办公还是居住都可以，业主这边也可以给您装修，这都好商量</span>,<span class=""text"">市府金十字·稀贵地段，地铁覆盖·五维交通，城市绿肺·双园环伺，丰富配套·悦享生活</span>,<span class=""text"">52万平米的赛高广场，集办公，时尚购物（熙地港），酒店于一体，大尺度景观视野，配套全，品质高</span>,<span class=""text"">旁边就是2号线地铁口，张家堡公交车比较多东南西北都能到，生活休闲娱乐一应俱全出行便利</span>",低楼层 (共31层),,4室2厅3卫  ,"<div class=""phone"">
              4008698296
                              <span>转</span>
                5222
                          </div>",未央,"<span class=""total"">6500</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",162天前发布,距地铁2号线行政中心613米,"<h1 class=""main"">高品质，奢华低调住宅区，净收眼底，居家办公都行</h1>"
207平米,李鲲鹏,长庆坊玺岸,,低楼层 (共28层),"https://image1.ljcdn.com/610100-inspection/rsp_pic_upload6b84a7b3-4eff-4354-b491-509543db01dc.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadd8cce44b-a0ab-44f8-903a-fdcea87b8115.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload4dcfcaa9-688d-405f-871a-f72943eabdb2.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload48ad49dc-bc06-47e9-b1cb-1ababaa053dc.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadb75d28f4-2138-4d57-af62-fff967fef6e6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload5e193d64-dc54-4734-a242-907e52fa76f0.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload210f49f8-bd3c-43d0-9590-9080735ecc12.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload5a7ef636-c5aa-430a-a14c-5db31c7ee307.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadbbf51739-6258-4efe-ae21-804f7256b5c5.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload762fd130-934e-4b41-a8a3-7ee7f98aea70.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/rsp_pic_uploadf869a988-2685-443f-bc5a-7ca2d647eb9b.png.600x450.jpg",4室2厅3卫  ,"<div class=""phone"">
              4008959290
                              <span>转</span>
                5022
                          </div>",雁塔,"<span class=""total"">5500</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",161天前发布,距地铁2号线纬一街970米,"<h1 class=""main"">长庆坊玺岸 4室2厅 5500元</h1>"
200平米,李静,千業華園,,中楼层 (共28层),,4室2厅2卫  ,"<div class=""phone"">
              4008605289
                              <span>转</span>
                9947
                          </div>",碑林,"<span class=""total"">6000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",19天前发布,暂无数据,"<h1 class=""main"">千業華園 4室2厅 6000元</h1>"
200平米,瞿开源,中海御湖,,低楼层 (共31层),,4室2厅3卫  ,"<div class=""phone"">
              4008671076
                              <span>转</span>
                7078
                          </div>",雁塔,"<span class=""total"">8000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",19天前发布,距地铁3号线北池头1026米,"<h1 class=""main"">中海御湖 4室2厅 8000元</h1>"
254平米,查肖肖,青都新界,,低楼层 (共32层),"https://image1.ljcdn.com/610100-inspection/b34ebc57-0c1c-4703-b014-af3148bba677.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1c87a067-5ab7-4891-93de-1fabdd023152.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e9a878c3-638c-4eae-85ba-5d91557dbc6f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/bd0ea328-cc09-4024-8017-7f0d5d6c02b5.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/bc5417e3-9796-45cd-840a-4dca756eaefe.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1f60e620-ecb5-49fe-a1fd-f3ed33f09be6.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/38ac5880-a9ac-4109-b71f-add437d1b254.jpg.600x450.jpg",1室1厅1卫  ,"<div class=""phone"">
              4008605289
                              <span>转</span>
                7258
                          </div>",未央,"<span class=""total"">23000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",19天前发布,距地铁2号线北苑304米,"<h1 class=""main"">青都新界 1室1厅 23000元</h1>"
270平米,杨敩策,金地湖城大境天锦,"<span class=""text"">小区环境优美，绿化高达百分之40，房子地段优越，环境优美，生活便利，适合任何居住人群居住，完全可以当做养老、养生的落脚处，此地在西安没有任何小区可以堪比</span>,<span class=""text"">商场：金地广场永辉超市、龙湖星悦荟永辉超市、芙蓉新天地金鹰超市、慈恩东路新乐汇、北池头华润万家等 医院：曲江妇幼保健院、解放军323医院、武警医院、西安交通大学附属医院、陕西正和医院、陕西省人民医院等 银行：工商银行、中国银行、招商银行等</span>,<span class=""text"">房子电梯入户，大平层，5个卧室，300多万装修，全木实木家具，可以拎包入住。</span>",低楼层 (共10层),,5室2厅4卫  ,"<div class=""phone"">
              4008955259
                              <span>转</span>
                8513
                          </div>",雁塔,"<span class=""total"">32000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",26天前发布,暂无数据,"<h1 class=""main"">金地八号地270大平层，实木装修，业主报盘</h1>"
138平米,葛珍,大信小区,"<span class=""text"">房子因为闲置，要出租，楼层低，价格便宜，四室两厅一厨一卫，配套齐全</span>,<span class=""text"">幼儿园：东城di一i幼儿园，第三幼儿园，
初级zhong学：东城di一xiao学，五环xiao学，四棉xiao学，
超市：华润万家，万星广场</span>,<span class=""text"">小区公交车：195路，508路，230路，907路，927路
</span>",中楼层 (共6层),,4室2厅1卫  ,"<div class=""phone"">
              4008959726
                              <span>转</span>
                8020
                          </div>",灞桥,"<span class=""total"">1600</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",82天前发布,暂无数据,"<h1 class=""main"">大信小区  四居室，低楼层，跳楼价</h1>"
204平米,宋戈,裕朗国际,"<span class=""text"">购物：万达广场、民生百货、人人乐、华润万家；吃喝：万达步行街、食上东新街、海底捞火锅、东新街夜市等；</span>,<span class=""text"">配套：银行多、万达广场、苏宁生活广场、民生百货等就在旁边，工商银行、农业银行、建设银行、交通银行、中国银行、招商银行、秦农银行等各大银行。</span>,<span class=""text"">五路口地铁站旁边，五路口、民乐园等公交站有40多路公交车经过</span>,<span class=""text"">房子是一个大平层，可以自己做隔板，目前业主自用，精装修，看房子方便！</span>",中楼层 (共14层),"https://image1.ljcdn.com/610100-inspection/76e38ce3-b7a3-45a4-a345-ca56f0c43d57.png.600x450.jpg,https://image1.ljcdn.com/610100-inspection/10f203e8-b92a-4c35-81e7-e417afc26908.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/8c525e84-5fca-4436-b4b6-3477717a5b4e.png.600x450.jpg,https://image1.ljcdn.com/610100-inspection/dd00ead5-bfdb-4567-b842-8deda6f48a30.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/3c0d2595-9787-435c-b781-0afafe6e5fdf.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/ab40962d-e9b9-4024-b5ce-c8f4efa38905.png.600x450.jpg",3室1厅1卫  ,"<div class=""phone"">
              4008959785
                              <span>转</span>
                4914
                          </div>",新城区,"<span class=""total"">6500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",34天前发布,距地铁1号线五路口648米,"<h1 class=""main"">五路口万达旁裕廊国际靠谱出租！！！</h1>"
,,,,,,,,,,,,
211.81平米,张帅帅,国金华府,"<span class=""text"">业主闲置房产，刚装修完，准备shouci出租，精装修，房子很大，很宽敞。</span>,<span class=""text"">购物人人乐超市、华润万家超市、国美电器、苏宁电器等大型商超，世纪金花、沃尔玛、民生百货；汉神百货， 熙地港 地铁 运动公园 中国银行 建设银行 农业银行
业主说 </span>,<span class=""text"">小区是比较新的小区、出出行方便、交通117到凤城八路下车最近，游10路、228路、230路、409路、702路等各路公交车</span>",中楼层 (共27层),,4室2厅2卫  ,"<div class=""phone"">
              4008605299
                              <span>转</span>
                8661
                          </div>",未央,"<span class=""total"">6500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",29天前发布,距地铁2号线行政中心1032米,"<h1 class=""main"">国金华府，精装4居，交通便利.</h1>"
134平米,刘安,御锦城鹭湾,"<span class=""text"">房子采光好 户型方正 小区设施齐全 绿化景观都不错，5万平公园。</span>,<span class=""text"">有唐都医院，西京医院、购物便利，超市华润万家、可满足日常所需。</span>,<span class=""text"">小区大门口浐河地铁口，市政公交，社区免费巴士，交通便利，即租即住。</span>",中楼层 (共34层),"https://image1.ljcdn.com/610100-inspection/3af23609-9fa7-498d-b584-f7cedc53f479.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ffb3e68d-8d24-40d8-be9f-d3673ce0faf3.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/02fe33e8-a2fc-4f71-8aee-b6f234dc71d1.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/31385695-086d-4b16-9b48-c97954fde5ca.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ea1a414d-843c-427f-ae7b-336f8bac4138.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1a83538e-efbb-49ac-99c6-ca349ead8238.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/144c7f7d-8603-41b2-bf43-9fd98dd9b4a4.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/244a9b65-dfda-44c8-9108-e7b69f61ecba.jpg.600x450.jpg",3室1厅2卫  ,"<div class=""phone"">
              4008959756
                              <span>转</span>
                8251
                          </div>",灞桥,"<span class=""total"">1300</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",82天前发布,距地铁1号线浐河1166米,"<h1 class=""main"">御锦城二期，134平毛坯，诚心出租。</h1>"
52平米,李鑫,易道郡玫瑰公馆一期,"<span class=""text"">公交线路：可乘坐908路、251路、608路、107路、512路、902路、 34路、800路、300路、400等科技二路或丁家桥站下车； 地铁线路：地铁3号线丈八北路站向南1550米</span>,<span class=""text"">商 场：民生购物商场、国美电器、世纪金花高新购物、华润万家等大型商超。饭店商店一应俱全</span>,<span class=""text"">易道郡玫瑰公馆环境形成不同风格、各具特色的园林景观，整体构成小区既统一、和谐、又有丰富变化的特色园林景观。极大地提高小区的格调与品质，同时为业主提供高品味的休闲居住环境</span>,<span class=""text"">高新区繁华地段，酒店式装修，拎包入住，早餐卫生可托管，总价5500元</span>",低楼层 (共31层),"https://image1.ljcdn.com/610100-inspection/rsp_pic_upload6631bc5f-0277-44c6-a00c-c04791a0da85.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_uploadc86eca92-b7d6-42ec-8098-8500be3f5c21.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload6e7163cb-ea05-4304-9c76-04295becfe7a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/rsp_pic_upload61edaa2c-915e-4223-aebb-5559027eec35.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/rsp_pic_upload33fbb4f0-f002-4e82-9646-01f8016dc4bc.jpg.600x450.jpg",1室1厅1卫  ,"<div class=""phone"">
              4008603886
                              <span>转</span>
                3188
                          </div>",雁塔,"<span class=""total"">2500</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",203天前发布,暂无数据,"<h1 class=""main"">高新区易道郡玫瑰公馆公寓酒店式装修拎包入住出行方便</h1>"
